VIDEO_LENGTH_MIN,THUMBNAIL_CTR_PCT,UPLOAD_HOUR,EDITING_HOURS,SUBSCRIBER_COUNT_K,TAGS_COUNT,VIEWS_K
5.2,7.82,5,6.4,3.8,25,47.0
18.5,3.65,13,3.7,12.8,13,27.6
8.3,5.84,2,7.7,24.5,5,132.4
10.9,5.63,16,5.4,2.6,29,82.4
12.1,4.15,1,1.6,14.3,20,48.0
10.3,5.81,18,7.0,3.2,11,45.4
7.3,7.77,11,5.7,116.6,8,254.4
35.5,7.77,0,4.9,20.3,4,94.5
11.6,4.14,14,1.2,2.2,3,26.8
11.6,5.06,1,7.8,7.6,15,43.0
23.9,3.68,19,3.8,156.0,29,320.8
21.9,7.61,21,2.6,23.8,25,76.5
9.1,6.14,3,6.4,19.7,14,74.9
23.2,4.43,15,7.1,59.5,3,149.7
12.5,5.42,9,2.9,9.3,17,58.6
10.0,8.19,15,2.8,18.7,16,111.0
16.0,8.61,20,5.3,90.3,16,299.0
5.9,6.93,16,8.9,14.6,16,64.3
11.1,7.18,18,5.0,21.0,14,103.5
4.8,6.2,3,11.8,2.8,19,94.8
11.4,7.67,12,6.4,117.5,11,322.3
23.2,3.19,1,3.2,12.1,27,32.6
34.1,3.26,1,4.1,40.2,3,43.7
16.0,4.0,5,4.7,76.9,21,186.7
17.1,8.96,6,4.9,45.0,20,126.8
13.7,6.23,1,5.1,68.0,11,209.2
21.6,3.13,5,2.5,72.2,16,147.6
19.5,5.4,8,8.5,33.4,24,99.2
3.7,4.75,13,13.3,42.7,9,195.0
8.3,7.69,21,2.5,7.3,19,103.7
12.1,7.18,13,7.2,58.5,3,141.9
24.1,8.64,5,4.0,199.5,27,413.0
22.8,5.62,13,3.1,102.6,26,204.5
11.0,4.71,16,2.9,73.4,9,138.9
15.1,4.68,15,1.2,36.5,21,90.4
26.0,4.89,13,4.0,66.8,20,117.4
14.8,8.57,12,6.1,56.5,22,212.2
26.5,5.79,4,3.9,4.8,12,49.9
18.4,6.41,19,2.2,84.8,10,168.3
30.9,4.08,12,4.5,46.0,18,116.7
15.4,4.92,16,2.9,11.9,18,29.6
13.4,9.03,9,12.4,62.6,17,247.3
9.7,6.48,14,9.4,111.7,14,249.5
3.5,5.75,22,6.3,69.4,15,229.5
9.2,6.12,4,12.2,25.1,5,84.2
9.7,10.54,8,4.1,10.6,16,131.7
